faq_id,faq_company,faq_major_category,faq_sub_category,faq_question,faq_answer
113,현대,모젠서비스,이용단말,"GPS 수신이 안됩니다. 어떻게 하나요?","기본적으로 시동을 켠 후 약몇분동안 GPS인식되는 시간소요가 필요합니다. 

그리고, GPS위성에서 발송하는 전파의 특성 상 고가 밑, 지하차도, 도심 건물 밀집 지역 등 GPS 수신 안테나가 가려지는 경우 수신 불량 상태가 발생 할 수 있습니다. 

따라서 장애물이 없는 위치로 차량이 이동되면 GPS 수신 기능이 정상적으로 작동하게 됩니다. 

만약 개활지 상태에서도 위성수신 상태가 불량하면 A/S망을 이용하여 GPS 수신 장치의 정비를 받으셔야 합니다."
114,현대,모젠서비스,사용법,"집에 가려고 ‘양재동 366-3번지’라고 말하니까 인식이 안됩니다.","번지는 음성인식 지원이 되지 않습니다. 단말기 내비메뉴의 주소검색을 이용하시거나 모젠버튼을 눌러 상담원에게 요청하시면 됩니다. 번지수가 집이나 사무실이시라면 모젠웹페이지의 등록목적지에 `우리집','사무실'로 등록하시면 `시/도명 또는 바로가기명을 말씀해주세요'멘트가 나온 후 `우리집','사무실'이라고 말씀하시면 인식이 가능합니다."
115,현대,차량구매,일반,"세금계산서 발급받으려고 하는데 어떻게 해야하나요?","▶ 개인사업자 및 법인사업자 구입고객
2010년 7월 1일부터 세금계산서가 서면이 아닌 전자 세금계산서로 발행이 됩니다.
사이트: http://e-vat.hyundai.com 에서 발급받으시면 됩니다.

▶ 개인 구입고객
2011년 4월11일부터 차량구입하신 지점(대리점)에서 영수증이 발행됩니다.

※재발행은 차량구입하신 지점(대리점)으로 문의해 주시기 바랍니다."
116,현대,차량정비,일반,"정비관련 업체구분은 어떻게 하나요?","서비스센터와 서비스협력사로 구분되어 있습니다.
서비스센터는 저희 현대자동차에서 직영으로 운영하는 정비거점이고
서비스협력사는 현대자동차와 협정을 체결후 규정에 의거 당사 고객에게 정비서비스를 제공하는 거점이며,
서비스협력사는 다시 종합블루핸즈와 전문블루핸즈로 나누어 집니다.

종합블루핸즈란 국가에서 자동차 종합정비업 및 소형정비업으로 등록된 정비업소이며,
전문블루핸즈란 국가에서 자동차 부분정비업으로 인가된 정비업소 입니다."
117,현대,차량정비,일반,"미국에서 차량을 구입 후 한국으로 반입시 보증기간 적용은 어떻게 되나요?","미국 구입후 국내로 반입한 차량의 보증수리 기간은 다음과 같습니다.1)  최초 구입한 고객의 경우 :● 차체, 일반부품 : 5년/6만마일● 엔진,동력부품 : 10년 10만마일2) 명의변경, 중고차구입의경우  (최초구입한 고객과 현소유가 다른경우)●차체, 일반부품 : 5년/6만마일○엔진, 동력부품 : 5년/6만마일※주의사항 : 미국내에서 구매하신 어떠한 보증관련 상품, 서비스 관련 상품은 미국 현지에서만 적용 가능하며, 국내에서는 적용 받을수 없습니다."
118,현대,모젠서비스,사용법,"모젠 서비스에 오류가 있을 때에는 어떻게 하나요?","모젠고객센터(1588-8111)로 문의 주시거나 
1:1상담 문의에 올려주시면 신속하게 지원해 드리겠습니다."
119,현대,차량정비,일반,"시동을 걸려고 하니 키가 안돌아 가고 핸들도 움직이지 않아요.","① 핸들 잠김 해제 방법은 우선 왼손으로 핸들을 잡고, 오른손으로는 키박스에 키를 꽂아 주십시오.
② 핸들을 잡은 왼손과 키를 잡은 오른손을 동시에 좌,우로 왔다 갔다를 반복하면 유격이 조금씩 
발생하며 핸들 잠김 해제 되면서 시동이 가능합니다."
120,현대,모젠서비스,사용법,"원격진단 서비스는 어떻게 제공되나요?","단말기 INFO 버튼을 누르시고, `차량관리 > 차량진단` 버튼을 눌러 이용이 가능합니다. 원격진단은 파워트레인 및 ABS/ESP 시스템을 진단하여 고장 발생시 후속 조치 사항을 상담원을 통해 안내받는 서비스입니다. 

모젠 상담원을 통해 진단 내용을 설명 받고 긴급출동, 정비소까지 길안내 혹은 정비예약 등의 후속 조치를 안내 받으실 수 있습니다. 

원격 진단 서비스는 모젠 서비스 가입 고객님만 이용할 수 있으며 일부 차량에서는 제공이 어려운 점 양해 부탁드립니다. ( 제외 단말기 - MTS-200,300)"
121,현대,모젠서비스,사용법,"음성 인식이 계속 안됩니다.","음성인식은 조용환 환경에서 발성하서야 인식이 잘 됩니다. 

혹시 창문을 연 상태라면 닫아주시고 동승자분간의 대화는 잠깐 중단하시고 말씀하여 주십시요. 

이용방법을 자세히 들으시려면 `도움말'이라고 말씀하시면 됩니다. 

발성하실때 조사는 빼시고 하시는 것이 인식에 도움이 됩니다. 

예를 들어 강남역에 가시려면 `강남역이요'라고 말씀하시면 인식이 잘 안되고 `강남역'이라고 하셔야 인식이 됩니다. 

저희 모젠의 음성인식은 국내 성인남녀의 평균적은 음성을 기준으로 개발되었으나 이용자에 따라서 인식이 잘 안될수도 있습니다. 그런 경우에는 모젠버튼을 누르셔서 비서서비스를 이용하여 주십시오."
122,현대,홈페이지,회원,"회원가입을 해야만 현대닷컴을 이용할 수 있나요?","회원가입을 하지 않으셔도 다양한 서비스를 이용하실 수 있습니다만, 회원가입을 하시면 좀더 다양하고 개인화된 서비스를 이용하실 수 있습니다.별도 회원가입 및 로그인을 하지 않으셔도 현대닷컴 내 많은 서비스를 이용하실 수 있습니다만,회원가입을 하시면  상세 견적 내기, 구매상담신청, 시승신청, 서비스네트워크예약, 마이페이지 등 일부 주요 서비스를 이용하실 수 있습니다."
123,현대,차량구매,일반,"차량에 부과되는 세금은 어떤 종류가 있나요?","▶ 현행 자동차관련 세금항목은 다음과 같습니다.

  ① 구입단계 : 개별소비세(8인승 이하 승용차限), 교육세(개소세의 30%), 부가가치세
  ② 등록단계 : 등록세,취득세
  ③ 소유단계 : 자동차세(연단위 부여)
  ④ 유류관련 : 교통세, 주행세, 교육세, 부가가치세
  ⑤ 기타 : 공채매입, 환경개선비용부담금(해당자동차限)"
124,현대,차량정비,일반,"주행중 요철 부위를 넘어갈때 앞쪽 하체에서","앞쇼버 자리 이동으로 생기는 소음. 
코일스프링 위치 움직임으로 소음 발생. 
각종 연결볼트와 너트 유격으로 생기는 소음. 
각 이음새 조임 불량."
125,현대,모젠서비스,사용법,"서비스를 해지하려면 어떻게 해야 하나요?","모젠 고객센터에서 해지 신청이 가능합니다. 

상담원과 전화 통화를 통해 소정의 본인 확인 절차를 거친 후, 해지 신청서를 Fax로 접수해 주시면 됩니다."
126,현대,홈페이지,회원,"휴대폰 인증 SMS가 오지 않습니다.","휴대폰 번호를 정확하게 입력해주세요.현대닷컴에서 이메일 계정 입력 시 종종 오타로 인해 SMS 발송이  실패하는 경우가 있습니다.핸드폰 번호는 공백 및 특수문자 (-) 없이 숫자만 입력  부탁 드립니다. (ex. 01012345678 (O), 010 1234 5678 (X), 010-1234-5678 (X) )휴대폰에서 번호를 차단하셨나요?차단 설정, 통신사 정책 등으로 인증 SMS가 발송되지 않는 경우가 있습니다.보유하신 휴대폰에서 메시지 App. > 설정 > 메시지 차단/스팸번호를 확인 부탁 드립니다.※ 자세한 설정 방법은 휴대폰 제조사 홈페이지를 참고해주세요.만약 차단하지 않은 경우에도 SMS가 수신되지 않을 경우, 각 이동통신사로 확인 부탁 드립니다.(휴대폰인증보호 서비스 가입 등 확인 필요)"
127,현대,모젠서비스,사용법,"상담원을 통해서 받을 수 있는 서비스는 무엇인가요?","상담원을 통해 제공받을 수 있는 서비스는 길안내, 교통정보, 위치정보, 전화연결, 날씨정보, 증권정보와 음식점 정보가 있습니다."
128,현대,모젠서비스,사용법,"모젠단말기의 전화번호는 변경이 가능한가요?","기존에 사용하시던 번호를 모젠 고객센터를 통해 원하시는 번호로 변경하실 수 있습니다. 

다만, 번호변경을 하신 후에는 단말기에 전화번호 입력 과정을 거쳐야만 서비스를 이용할 수 있습니다. 

자세한 사항은 모젠 고객센터 상담원에게 문의해 주시길 바랍니다."
129,현대,모젠서비스,사용법,"자동차를 인수 받는 즉시 바로 모젠 서비스를 이용할 수 있나요?","모젠서비스를 이용하기 위해서는 개통 절차를 거쳐야 합니다. 

지점/대리점을 통해 모젠 서비스 가입신청을 하시고, 차량을 등록을 마치시고 모젠 고객센터에 서비스 개통 요청을 하면 됩니다. 

개통은 1588-8111로 전화를 하여 상담원에게 요청하시면 됩니다. 

상담원은 개통을 위해 필요한 정보, 즉 단말기 모델명, 일련번호, 보험정보(보험사, 만기, 특약여부), 차량번호판 정보 등을 확인하고 개통하여 드립니다."
130,현대,모젠서비스,이용단말,"단말기로 전화가 왔을때 전화를 받고 싶지 않다면 어떻게 해야하나요?","전화 수신 화면에서 "수신거부" 버튼을 누르시면 됩니다."
131,현대,차량정비,일반,"시큐리티 램프 (시동 OFF 후 전면유리쪽에서 자꾸 깜빡 거려요~ )","시동을 끄고 키 탈거 시, 외부로부터의 침입을 항시 경고해주는 보안램프입니다.

시동 OFF하고 키를 탈거 하면 30초 동안은 점등되었다가 그 후엔 점멸 됩니다."
132,현대,모젠서비스,사용법,"혹시 길안내 서비스를 받으면, 길안내를 하는 동안 계속해서 이용 요금이 발생하는 것은 아닌가요?","길안내 서비스 이용시 길안내 정보를 수신할 때에만 
데이터 요금과 비서서비스 및 ARS 음성정보 이용 음성 통화료이외에 길안내가 시행되는 동안에는 별도의 요금이 발생하지 않습니다. 
 
단, 해당 서비스 이용을 위하여 별도의 부가 서비스 가입이 필요한 
스페셜 요금제와 프리미엄 요금제는 월 정액 이용료 이외의 별도의 요금이 부과되지 않습니다."
133,현대,모젠서비스,사용법,"모젠 음성인식서비스에는 어떤 것들이 있나요?(이용방법,부가요금)","모젠 음성인식서비스의 경우 길안내, 날씨, 증권, 유머, 전화연결, 교통정보가 가능합니다.

이용방법
MTS-150/200/250 > Phone메뉴 -> ARS 연결
MTS-300 > 메뉴 or 모젠버튼 -> 음성정보 연결
※ 음성통화료외 정보이용료 무료(길안내 서비스 이용 시, 패킷요금 부과)"
134,현대,모젠서비스,사용법,"길안내를 받으면서 전화통화를 할 수 있나요?","길안내 중에도 상담원과의 통화는 물론, 전화의 송수신 기능을 모두 이용할 수 있습니다.

단,  고객님의 안전을 위해 주행 중에는상담원을 이용한 전화걸기와 단축키를 이용한 전화 연결만 가능합니다."
135,현대,차량정비,일반,"겨울철 경유차량 관리요령이 별도로 있나요?","겨울철 대기온도가 급 강하하면 엔진의 시동성이 나빠질 수 있습니다.
이는 연료자체에서 생성된 우유빛의 끈적한 파라핀 성분(왁스)이 응고되어 연료필터의 여과지를 막아 엔진으로 송출되는
연료량이 줄어들기 때문입니다. 
☞이런 부분을 개선코저 지식경제부에서는 경유연료에 대한 '연료필터 막힘점'을 -18℃로 규격하고 각 정유사에서는
11월~3월까지는 동절기 연료를 공급하고 있습니다.

■겨울철 올바른 시동요령
 .냉간 시동시에는 엔진의 충분한 예열이 필요하므로 계기판에 있는 예열 표시등이 꺼진후 시동을 걸어야 합니다.
 .수동변속기 차량은 클러치 페달을 완전히 밟은후 시동을 걸어야 시동성에 도움이 됩니다.
 .시동을 걸때는 스타터모터 및 배터리 보호를 위해 1회에 10초 이상은 KEY를 돌리지 않아야 합니다.
 .시동이 걸리면 즉시 출발하지 않고, 공회전 상태로 워밍업을 시킵니다.

■차량관리 요령
 .차량은 가급적 실내에 주차하고 외부 주차할 경우 처음 시동시 충분한 예열후 시동을 걸어야 합니다.
 .연료탱크 내의 수분 생성을 막기 위하여 가급적 연료를 가득 채우도록 합니다.
 .엔진오일은 규정된 오일을 사용하고 또한 정기적으로 교환해야 합니다.
 .디젤차량의 연료필터 교환주기는 3만KM이며 정기적으로 점검 및 교환해야 합니다.
  (수시로 연료필터 하단에 부착된 밸브를 열어 수분을 제거한후 꼭 잠그셔야 합니다.)
 .배터리 및 충전 계통을 사전에 점검 및 수리 해야 합니다."
